link,address,price,beds,bath,date_added,available_date,deposit,furnish_type,property_type,station_1,station_1_dist,station_2,station_2_dist,station_3,station_3_dist
https://www.rightmove.co.uk/properties/149021000#/?channel=RES_LET,"Hamilton Park Avenue, Glasgow, G12","£1,850 pcm",1,1,11/06/2024,Now,£854,Unfurnished,Flat,Kelvinbridge Station,0.2 miles,Hillhead Station,0.4 miles,St. George's Cross Station,0.6 miles
https://www.rightmove.co.uk/properties/149303153#/?channel=RES_LET,"Caithness, East Kilbride, South Lanarkshire, G74",£425 pcm,,1,11/06/2024,Now,£425,Unfurnished,Studio,East Kilbride Station,1.4 miles,Blantyre Station,2.9 miles,Kirkhill Station,2.9 miles
https://www.rightmove.co.uk/properties/143887748#/?channel=RES_LET,"Old Gartloch Road, Gartcosh","£1,500 pcm",2,1,11/06/2024,31/07/2024,"£1,500",Part furnished,Flat,Gartcosh Station,0.2 miles,Easterhouse Station,2.1 miles,Stepps Station,2.2 miles
https://www.rightmove.co.uk/properties/149020634#/?channel=RES_LET,"Holland Street, Glasgow, G2","£2,035 pcm",2,2,11/06/2024,Now,Ask agent,Unfurnished,Apartment,Charing Cross (Glasgow) Station,0.3 miles,Anderston Station,0.4 miles,Cowcaddens Station,0.4 miles
https://www.rightmove.co.uk/properties/149020244#/?channel=RES_LET,"Holland Street, Glasgow, G2","£1,900 pcm",1,1,11/06/2024,Ask agent,Ask agent,Furnished,Apartment,Charing Cross (Glasgow) Station,0.3 miles,Anderston Station,0.4 miles,Cowcaddens Station,0.4 miles
https://www.rightmove.co.uk/properties/149018426#/?channel=RES_LET,"Great Western Road, Kelvinbridge","£1,500 pcm",2,1,11/06/2024,05/07/2024,"£1,600",Furnished,Flat,Kelvinbridge Station,0.2 miles,St. George's Cross Station,0.3 miles,Charing Cross (Glasgow) Station,0.5 miles
https://www.rightmove.co.uk/properties/149017184#/?channel=RES_LET,"Fernhill Road, Rutherglen, Glasgow","£1,095 pcm",3,2,11/06/2024,Now,"£1,095",Unfurnished,End of Terrace,Burnside Station,0.7 miles,Kirkhill Station,1.3 miles,Croftfoot Station,1.3 miles
https://www.rightmove.co.uk/properties/86890086#/?channel=RES_LET,"Prospect Road, Glasgow, G68 0AN","£2,500 pcm",4,1,11/06/2024,Now,"£2,500",Unfurnished,Detached,Croy Station,1.3 miles,Cumbernauld Station,2.2 miles,Greenfaulds Station,2.4 miles
https://www.rightmove.co.uk/properties/149017058#/?channel=RES_LET,"Dullotar, Glasgow, G68 0AN","£2,500 pcm",4,1,11/06/2024,Now,"£2,500",Unfurnished,Detached,Croy Station,1.3 miles,Cumbernauld Station,2.2 miles,Greenfaulds Station,2.4 miles
https://www.rightmove.co.uk/properties/149016869#/?channel=RES_LET,"Barfillan Drive, CRAIGTON",£700 pcm,1,1,11/06/2024,Now,£800,Furnished,Flat,Cardonald Station,0.5 miles,Corkerhill Station,0.7 miles,Mosspark Station,0.8 miles
https://www.rightmove.co.uk/properties/137680658#/?channel=RES_LET,"Wellside Drive, Cambuslang, Glasgow",£895 pcm,2,1,11/06/2024,Now,£895,Unfurnished,Apartment,Newton Station,0.6 miles,Kirkhill Station,0.8 miles,Cambuslang Station,1.1 miles
https://www.rightmove.co.uk/properties/149016722#/?channel=RES_LET,"West Graham Street, GARNETHILL","£1,100 pcm",2,1,11/06/2024,Now,"£1,200",Furnished,Apartment,Cowcaddens Station,0.1 miles,St. George's Cross Station,0.4 miles,Buchanan Street Station,0.4 miles
https://www.rightmove.co.uk/properties/149229752#/?channel=RES_LET,"Glasgow Harbour Terraces, Glasgow, G11","£1,075 pcm",,1,17/06/2024,Ask agent,Ask agent,"Furnished or unfurnished, landlord is flexible",Studio,Partick Station,0.5 miles,Partick Station,0.5 miles,Govan Station,0.7 miles
https://www.rightmove.co.uk/properties/149014145#/?channel=RES_LET,"Tullis Road, Glasgow Green",£800 pcm,1,1,11/06/2024,Now,£900,Furnished,Apartment,Bridgeton Station,0.2 miles,Dalmarnock Station,0.5 miles,Bellgrove Station,0.7 miles
https://www.rightmove.co.uk/properties/149012948#/?channel=RES_LET,"Beith Street, Partick","£1,300 pcm",2,2,11/06/2024,09/08/2024,"£1,400",Furnished,Flat,Partick Station,0.1 miles,Partick Station,0.1 miles,Kelvinhall Station,0.4 miles
https://www.rightmove.co.uk/properties/149011805#/?channel=RES_LET,"Foresthall Drive, Glasgow","£1,050 pcm",2,1,11/06/2024,Now,"£1,050",Unfurnished,Villa,Barnhill Station,0.2 miles,Springburn Station,0.4 miles,Alexandra Parade Station,1.1 miles
https://www.rightmove.co.uk/properties/147175955#/?channel=RES_LET,"HMO Clouston Street, Glasgow G20 8QX","£4,800 pcm",8,2,11/06/2024,Now,"£5,000",Furnished,Flat,Hillhead Station,0.5 miles,Kelvinbridge Station,0.6 miles,Kelvinhall Station,0.9 miles
https://www.rightmove.co.uk/properties/147853445#/?channel=RES_LET,"Lowther Terrace, Kirklee, Glasgow, G12","£2,825 pcm",2,2,11/06/2024,Now,"£4,000",Unfurnished,Flat,Hillhead Station,0.4 miles,Hyndland Station,0.6 miles,Kelvinhall Station,0.7 miles
https://www.rightmove.co.uk/properties/149010800#/?channel=RES_LET,"Bathlin Crescent, Moodiesburn, Glasgow","£1,300 pcm",3,2,11/06/2024,24/06/2024,"£1,300",Part furnished,End of Terrace,Gartcosh Station,2.2 miles,Lenzie Station,3.0 miles,Croy Station,3.0 miles
https://www.rightmove.co.uk/properties/148391207#/?channel=RES_LET,"198 Copland Road, Glasgow, G51",£950 pcm,2,2,11/06/2024,Now,£800,Part furnished,Apartment,Ibrox Station,0.2 miles,Cessnock Station,0.5 miles,Dumbreck Station,0.5 miles
https://www.rightmove.co.uk/properties/149009183#/?channel=RES_LET,"ACT55 Wallace Street , Glasgow, G5 8AF",£950 pcm,2,2,11/06/2024,18/07/2024,£950,Furnished,Apartment,West Street Station,0.2 miles,Bridge Street Station,0.3 miles,Shields Road Station,0.5 miles
https://www.rightmove.co.uk/properties/149008211#/?channel=RES_LET,"Lyndhurst Gardens, North Kelvinside, Glasgow, G20","£1,200 pcm",2,1,11/06/2024,Now,"£1,300",Unfurnished,Flat,Kelvinbridge Station,0.4 miles,St. George's Cross Station,0.5 miles,Hillhead Station,0.7 miles
https://www.rightmove.co.uk/properties/149006144#/?channel=RES_LET,"Hotspur Street, Glasgow, G20 8LG","£1,200 pcm",2,2,11/06/2024,Now,"£1,200",Furnished,Flat,Hillhead Station,0.7 miles,Kelvinbridge Station,0.7 miles,Gilsochill Station,0.9 miles
https://www.rightmove.co.uk/properties/147682490#/?channel=RES_LET,"Firpark Court, Dennistoun, Glasgow, G31","£1,095 pcm",2,2,11/06/2024,Now,"£1,642",Unfurnished,Flat,Bellgrove Station,0.6 miles,High Street (Glasgow) Station,0.6 miles,Alexandra Parade Station,0.7 miles
https://www.rightmove.co.uk/properties/22650758#/?channel=RES_LET,"Croftside Avenue,Glasgow,G44",£895 pcm,3,,11/06/2024,02/07/2024,£895,Unfurnished,Villa,Croftfoot Station,0.4 miles,Kings Park Station,0.8 miles,Burnside Station,1.0 miles
https://www.rightmove.co.uk/properties/149003855#/?channel=RES_LET,"Wyndford Road, Maryhill, Glasgow, G20",£895 pcm,2,1,11/06/2024,Now,"£1,342",Unfurnished,Flat,Gilsochill Station,0.8 miles,Hillhead Station,0.8 miles,Summerston Station,0.8 miles
https://www.rightmove.co.uk/properties/149003303#/?channel=RES_LET,"Gladsmuir Road, Hillington, Glasgow, G52",£895 pcm,3,1,11/06/2024,Now,£995,Unfurnished,Flat,Hillington East Station,0.3 miles,Hillington West Station,0.4 miles,Crookston Station,0.8 miles
https://www.rightmove.co.uk/properties/149002922#/?channel=RES_LET,"Glenfarg Street, Glasgow, G20",£950 pcm,2,1,11/06/2024,Now,"£1,050",Unfurnished,Flat,St. George's Cross Station,0.1 miles,Cowcaddens Station,0.4 miles,Kelvinbridge Station,0.5 miles
https://www.rightmove.co.uk/properties/149002823#/?channel=RES_LET,"Springfield Gardens, PARKHEAD","£1,000 pcm",2,,11/06/2024,Now,"£1,100",Unfurnished,Flat,Duke Street Station,0.8 miles,Dalmarnock Station,0.8 miles,Bridgeton Station,1.0 miles
https://www.rightmove.co.uk/properties/149306768#/?channel=RES_LET,"Byres Road, Glasgow, G11","£1,200 pcm",2,1,11/06/2024,15/07/2024,"£1,300",Unfurnished,Flat,Kelvinhall Station,0.1 miles,Hillhead Station,0.4 miles,Partick Station,0.4 miles
https://www.rightmove.co.uk/properties/149000843#/?channel=RES_LET,"Wallace Street, Glasgow, G5","£1,550 pcm",3,2,11/06/2024,Now,"£1,650",Furnished,Flat,West Street Station,0.3 miles,Bridge Street Station,0.3 miles,Shields Road Station,0.5 miles
https://www.rightmove.co.uk/properties/149000105#/?channel=RES_LET,"Belmont Street, Glasgow, G12","£2,450 pcm",3,1,11/06/2024,Now,"£2,595",Furnished,House of Multiple Occupation,Kelvinbridge Station,0.2 miles,Hillhead Station,0.5 miles,St. George's Cross Station,0.6 miles
https://www.rightmove.co.uk/properties/148402286#/?channel=RES_LET,"HMO Radnor Street, West End, Glasgow G3 7UA","£3,500 pcm",5,2,11/06/2024,Now,"£3,800",Furnished,Flat,Exhibition Centre Station,0.4 miles,Kelvinhall Station,0.5 miles,Hillhead Station,0.6 miles
https://www.rightmove.co.uk/properties/148996451#/?channel=RES_LET,"Thread Court, Glasgow, G40",£850 pcm,2,1,11/06/2024,Now,£950,Unfurnished,Flat,Dalmarnock Station,0.4 miles,Bridgeton Station,0.4 miles,Bellgrove Station,1.0 miles
https://www.rightmove.co.uk/properties/148994912#/?channel=RES_LET,"Dover Street, Finnieston, Glasgow, G3","£1,195 pcm",2,1,11/06/2024,04/07/2024,"£1,395",Furnished,Flat,Charing Cross (Glasgow) Station,0.2 miles,Anderston Station,0.3 miles,Exhibition Centre Station,0.3 miles
https://www.rightmove.co.uk/properties/148991843#/?channel=RES_LET,"Novar Drive, Hyndland, Glasgow, G12","£1,680 pcm",3,2,11/06/2024,Now,"£2,520",Furnished,Flat,Hyndland Station,0.2 miles,Partick Station,0.6 miles,Partick Station,0.6 miles
https://www.rightmove.co.uk/properties/124878908#/?channel=RES_LET,"**AVAILABLE 17.6.24** 19 King Street, Flat 2-2 Glasgow, G1",£950 pcm,1,,11/06/2024,Now,£950,Unfurnished,Flat,Argyle Street Station,0.2 miles,St. Enoch Station,0.3 miles,High Street (Glasgow) Station,0.3 miles
https://www.rightmove.co.uk/properties/96092219#/?channel=RES_LET,"203 Netherton Road, Glasgow, G13 1BH",£995 pcm,2,1,12/06/2024,Now,"£1,493",Unfurnished,Flat,Anniesland Station,0.6 miles,Westerton Station,0.7 miles,Kelvindale Station,0.7 miles
https://www.rightmove.co.uk/properties/148690580#/?channel=RES_LET,"St Vincent Street, Finnieston, Glasgow, G3","£1,000 pcm",1,1,11/06/2024,Now,"£1,500",Furnished,Flat,Charing Cross (Glasgow) Station,0.2 miles,Anderston Station,0.3 miles,Exhibition Centre Station,0.4 miles
https://www.rightmove.co.uk/properties/148986887#/?channel=RES_LET,"51 Richmond Park Terrace, Glasgow","£1,250 pcm",2,2,11/06/2024,Now,"£1,250",Unfurnished,Flat,Dalmarnock Station,1.1 miles,Bridgeton Station,0.7 miles,Crosshill Station,1.2 miles
https://www.rightmove.co.uk/properties/94016567#/?channel=RES_LET,"Berkeley Street, Glasgow, G3","£1,895 pcm",3,1,11/06/2024,08/07/2024,"£1,995",Furnished,Flat,Charing Cross (Glasgow) Station,0.2 miles,Exhibition Centre Station,0.3 miles,Anderston Station,0.4 miles
https://www.rightmove.co.uk/properties/148986569#/?channel=RES_LET,"Holland Street, Glasgow, G2","£1,850 pcm",2,2,11/06/2024,Now,Ask agent,Furnished,Apartment,Charing Cross (Glasgow) Station,0.3 miles,Anderston Station,0.4 miles,Cowcaddens Station,0.4 miles
https://www.rightmove.co.uk/properties/149317274#/?channel=RES_LET,"St. Mungo Avenue, Glasgow, G4","£2,365 pcm",4,1,11/06/2024,Ask agent,"£2,465",Furnished,Flat,Glasgow Queen Street Station,0.4 miles,Buchanan Street Station,0.4 miles,High Street (Glasgow) Station,0.4 miles
https://www.rightmove.co.uk/properties/148986095#/?channel=RES_LET,"Govan Road, Govan",£850 pcm,2,1,11/06/2024,Now,£850,Unfurnished,Flat,Govan Station,0.3 miles,Partick Station,0.6 miles,Partick Station,0.6 miles
https://www.rightmove.co.uk/properties/148985903#/?channel=RES_LET,"Eden Court, 188 Onslow Drive, Glasgow, G31",£895 pcm,1,1,11/06/2024,23/07/2024,"£1,095",Ask agent,Flat,Alexandra Parade Station,0.3 miles,Duke Street Station,0.3 miles,Bellgrove Station,0.5 miles
https://www.rightmove.co.uk/properties/148984865#/?channel=RES_LET,"Carstairs Street, Glasgow, G40","£1,600 pcm",3,3,11/06/2024,Now,"£1,700",Unfurnished,House,Dalmarnock Station,0.1 miles,Bridgeton Station,0.6 miles,Rutherglen Station,0.8 miles
https://www.rightmove.co.uk/properties/148679249#/?channel=RES_LET,"Kersland Street, Hillhead, Glasgow, G12","£5,850 pcm",9,1,11/06/2024,12/07/2024,"£8,775",Furnished,Flat,Hillhead Station,0.2 miles,Kelvinbridge Station,0.4 miles,Kelvinhall Station,0.6 miles
https://www.rightmove.co.uk/properties/148983875#/?channel=RES_LET,"Woodlands Drive, Woodlands, Glasgow, G4","£1,250 pcm",1,1,11/06/2024,Now,"£1,450",Furnished,Flat,Kelvinbridge Station,0.2 miles,St. George's Cross Station,0.3 miles,Charing Cross (Glasgow) Station,0.4 miles
https://www.rightmove.co.uk/properties/148978334#/?channel=RES_LET,"Kelvin Drive, Chryston, Glasgow, G69",£875 pcm,2,1,11/06/2024,Now,£875,Unfurnished,Semi-Detached,Gartcosh Station,1.9 miles,Stepps Station,2.3 miles,Lenzie Station,2.4 miles
https://www.rightmove.co.uk/properties/148977422#/?channel=RES_LET,"Tollcross Park View, Tollcross, Glasgow, G32 8UA",£825 pcm,2,1,11/06/2024,Now,£825,Unfurnished,Flat,Carntyne Station,0.7 miles,Shettleston Station,1.1 miles,Carmyle Station,1.2 miles
https://www.rightmove.co.uk/properties/148976051#/?channel=RES_LET,"3/2 at 52 Howard street, G1",£990 pcm,2,,10/06/2024,Now,"£1,190",Unfurnished,Flat,St. Enoch Station,0.1 miles,Argyle Street Station,0.1 miles,Glasgow Central Station,0.2 miles
https://www.rightmove.co.uk/properties/148975655#/?channel=RES_LET,"Castlebank Place, Glasgow, G11","£2,100 pcm",2,2,10/06/2024,Now,"£2,500",Furnished,Flat,Partick Station,0.4 miles,Partick Station,0.4 miles,Govan Station,0.6 miles
https://www.rightmove.co.uk/properties/148307009#/?channel=RES_LET,"Albion Street, Glasgow, G1","£1,200 pcm",1,1,10/06/2024,Now,"£1,300",Unfurnished,Flat,High Street (Glasgow) Station,0.2 miles,Glasgow Queen Street Station,0.3 miles,Argyle Street Station,0.4 miles
https://www.rightmove.co.uk/properties/148973285#/?channel=RES_LET,"Miller Street, Glasgow, G1",£900 pcm,1,2,10/06/2024,01/08/2024,"£1,000",Furnished,Flat Share,Argyle Street Station,0.1 miles,St. Enoch Station,0.2 miles,Glasgow Queen Street Station,0.2 miles
https://www.rightmove.co.uk/properties/148973183#/?channel=RES_LET,"Morrison Street, Glasgow, G5","£2,500 pcm",3,2,10/06/2024,02/07/2024,"£2,500",Furnished,Flat,West Street Station,0.3 miles,Bridge Street Station,0.4 miles,Anderston Station,0.4 miles
https://www.rightmove.co.uk/properties/148973093#/?channel=RES_LET,"Paisley Road West, Glasgow, G51",£895 pcm,,1,10/06/2024,Now,£895,Furnished,Studio,Ibrox Station,0.3 miles,Cessnock Station,0.4 miles,Dumbreck Station,0.4 miles
https://www.rightmove.co.uk/properties/148972958#/?channel=RES_LET,"Maidenhill Grove, Newton Mearns, Glasgow, G77","£2,500 pcm",4,3,10/06/2024,Now,"£4,500",Unfurnished,Detached,Patterton Station,2.1 miles,Whitecraigs Station,2.5 miles,Williamwood Station,3.3 miles
https://www.rightmove.co.uk/properties/148972919#/?channel=RES_LET,"Turret Road, Glasgow, G13",£995 pcm,2,1,10/06/2024,11/07/2024,"£1,500",Furnished,Flat,Westerton Station,0.5 miles,Drumchapel Station,0.8 miles,Scotstounhill Station,1.1 miles
https://www.rightmove.co.uk/properties/148972874#/?channel=RES_LET,"Broompark Drive, Glasgow, G31",£899 pcm,2,1,10/06/2024,Now,£899,"Furnished or unfurnished, landlord is flexible",Flat,Bellgrove Station,0.3 miles,Duke Street Station,0.6 miles,High Street (Glasgow) Station,0.6 miles
https://www.rightmove.co.uk/properties/148972382#/?channel=RES_LET,"Farm Road, Glasgow, G41","£1,995 pcm",4,2,10/06/2024,Now,£0,Unfurnished,Detached,Dumbreck Station,0.3 miles,Ibrox Station,0.5 miles,Cessnock Station,0.6 miles
https://www.rightmove.co.uk/properties/148967798#/?channel=RES_LET,"Ardoch Street, Possil Park, Glasgow, G22",£850 pcm,2,1,10/06/2024,Now,£850,Furnished,Flat,Ashfield Station,0.5 miles,Possilpark & Parkhouse Station,0.5 miles,St. George's Cross Station,1.0 miles
https://www.rightmove.co.uk/properties/86138775#/?channel=RES_LET,"Mount Annan Drive, Glasgow, G44","£1,595 pcm",3,2,10/06/2024,14/08/2024,"£1,600",Unfurnished,Terraced,Mount Florida Station,0.3 miles,Kings Park Station,0.4 miles,Cathcart Station,0.5 miles
https://www.rightmove.co.uk/properties/149226050#/?channel=RES_LET,"PLATFORM_, Anderston Quay, Glasgow","£1,309 pcm",1,1,17/06/2024,Ask agent,Ask agent,Furnished,Flat,Anderston Station,0.2 miles,Bridge Street Station,0.5 miles,West Street Station,0.5 miles
https://www.rightmove.co.uk/properties/148966475#/?channel=RES_LET,"Broomhill Drive, Flat 1/2, Broomhill, Glasgow, G11 7NA","£1,200 pcm",2,1,10/06/2024,30/06/2024,"£2,400",Furnished,Flat,Jordanhill Station,0.4 miles,Hyndland Station,0.5 miles,Partick Station,0.7 miles
https://www.rightmove.co.uk/properties/148963910#/?channel=RES_LET,"Belleisle Street, Crosshill",£850 pcm,1,1,10/06/2024,28/06/2024,"£1,275",Furnished,Apartment,Crosshill Station,0.1 miles,Queens Park (Glasgow) Station,0.4 miles,Mount Florida Station,0.6 miles
https://www.rightmove.co.uk/properties/149209349#/?channel=RES_LET,"Macdougall Street, Glasgow, G43","£1,100 pcm",2,,10/06/2024,05/07/2024,"£1,200",Unfurnished,Flat,Pollokshaws East Station,0.2 miles,Shawlands Station,0.3 miles,Pollokshaws West Station,0.4 miles
https://www.rightmove.co.uk/properties/148961756#/?channel=RES_LET,"Airlie Street, Glasgow, Glasgow City, G12",£995 pcm,1,1,10/06/2024,26/06/2024,"£1,492",Furnished,Flat,Hyndland Station,0.1 miles,Partick Station,0.6 miles,Partick Station,0.6 miles
https://www.rightmove.co.uk/properties/148959071#/?channel=RES_LET,"Riverford Court, Newlands, G43 1FB","£1,395 pcm",2,2,10/06/2024,Now,"£1,495",Furnished,Flat,Pollokshaws East Station,0.3 miles,Pollokshaws West Station,0.3 miles,Shawlands Station,0.4 miles
https://www.rightmove.co.uk/properties/148958516#/?channel=RES_LET,"Lumsden Street, Yorkhill, Glasgow, G3",£850 pcm,1,1,10/06/2024,Now,"£1,275",Furnished,Flat,Exhibition Centre Station,0.4 miles,Kelvinhall Station,0.5 miles,Hillhead Station,0.7 miles
https://www.rightmove.co.uk/properties/148956851#/?channel=RES_LET,"Flat 2/1 at 19 Mcphater street Matrix building, G4",£925 pcm,1,,10/06/2024,10/07/2024,"£1,125",Furnished,Flat,Buchanan Street Station,0.1 miles,Cowcaddens Station,0.2 miles,Glasgow Queen Street Station,0.4 miles
https://www.rightmove.co.uk/properties/148956305#/?channel=RES_LET,"Glasgow, Glasgow, G22",£799 pcm,2,1,10/06/2024,Now,£799,"Furnished or unfurnished, landlord is flexible",Flat,Ashfield Station,0.3 miles,Possilpark & Parkhouse Station,0.6 miles,Springburn Station,0.7 miles
https://www.rightmove.co.uk/properties/148195016#/?channel=RES_LET,"Argyle Street, Glasgow, G2","£1,400 pcm",2,3,10/06/2024,Now,"£1,400",Furnished,Flat,Glasgow Central Station,0.2 miles,Anderston Station,0.4 miles,St. Enoch Station,0.4 miles
https://www.rightmove.co.uk/properties/148502153#/?channel=RES_LET,"Glasgow, Glasgow, G2","£1,095 pcm",1,1,10/06/2024,Now,"£1,095",Unfurnished,Flat,Buchanan Street Station,0.1 miles,Cowcaddens Station,0.3 miles,Glasgow Queen Street Station,0.3 miles
https://www.rightmove.co.uk/properties/148505606#/?channel=RES_LET,"Glasgow, Glasgow, G31",£899 pcm,2,1,10/06/2024,Now,£899,Unfurnished,Flat,Duke Street Station,0.1 miles,Alexandra Parade Station,0.4 miles,Bellgrove Station,0.5 miles
https://www.rightmove.co.uk/properties/148544693#/?channel=RES_LET,"Newlands Road, Glasgow, G44",£695 pcm,1,1,10/06/2024,Now,£695,"Furnished or unfurnished, landlord is flexible",Flat,Cathcart Station,0.1 miles,Langside Station,0.6 miles,Kings Park Station,0.6 miles
https://www.rightmove.co.uk/properties/149323814#/?channel=RES_LET,"712, 50 Holland Street, Glasgow, G2","£1,150 pcm",,1,10/06/2024,Ask agent,Ask agent,Furnished,Studio,Charing Cross (Glasgow) Station,0.3 miles,Anderston Station,0.4 miles,Cowcaddens Station,0.4 miles
https://www.rightmove.co.uk/properties/148955708#/?channel=RES_LET,"Holland Street, Glasgow, G2","£1,150 pcm",,1,10/06/2024,Ask agent,Ask agent,Furnished,Studio,Charing Cross (Glasgow) Station,0.3 miles,Anderston Station,0.4 miles,Cowcaddens Station,0.4 miles
https://www.rightmove.co.uk/properties/41616503#/?channel=RES_LET,"7 Lowther Terrace,Glasgow,G12 0RN","£1,329 pcm",3,,10/06/2024,01/07/2024,"£1,429",Unfurnished,Flat,Hillhead Station,0.4 miles,Hyndland Station,0.6 miles,Kelvinhall Station,0.7 miles
https://www.rightmove.co.uk/properties/148953677#/?channel=RES_LET,"Thornhill Road, Hamilton, ML3",£495 pcm,1,1,10/06/2024,Ask agent,£685,Unfurnished,Flat,Hamilton West Station,1.4 miles,Blantyre Station,1.5 miles,Hamilton Central Station,1.9 miles
https://www.rightmove.co.uk/properties/90282050#/?channel=RES_LET,"12 Woodside Terrace, Glasgow, G3 7XH","£1,348 pcm",2,,10/06/2024,28/06/2024,"£1,448",Unfurnished,Flat,Charing Cross (Glasgow) Station,0.1 miles,St. George's Cross Station,0.4 miles,Kelvinbridge Station,0.5 miles
https://www.rightmove.co.uk/properties/148953278#/?channel=RES_LET,"Pitt Street, City Centre, GLASGOW, G2","£1,200 pcm",2,1,10/06/2024,Now,"£1,800",Furnished,Flat,Cowcaddens Station,0.3 miles,Charing Cross (Glasgow) Station,0.3 miles,Buchanan Street Station,0.5 miles
https://www.rightmove.co.uk/properties/148953221#/?channel=RES_LET,"The Pinnacle, 160 Bothwell Street, G2 7EL",£950 pcm,1,1,10/06/2024,03/07/2024,"£1,315",Furnished,Flat,Anderston Station,0.3 miles,Glasgow Central Station,0.4 miles,Charing Cross (Glasgow) Station,0.4 miles
https://www.rightmove.co.uk/properties/147633896#/?channel=RES_LET,"Howth Drive, Anniesland","£1,250 pcm",2,1,10/06/2024,Now,"£1,563",Unfurnished,Apartment,Kelvindale Station,0.5 miles,Anniesland Station,0.5 miles,Westerton Station,0.8 miles
https://www.rightmove.co.uk/properties/148951643#/?channel=RES_LET,"Dumbarton Road, Glasgow, G11",£895 pcm,1,1,10/06/2024,27/06/2024,£300,Furnished,Flat,Kelvinhall Station,0.1 miles,Hillhead Station,0.4 miles,Partick Station,0.4 miles
https://www.rightmove.co.uk/properties/148951385#/?channel=RES_LET,"Parklands Oval, Crookston, Glasgow, G53","£1,165 pcm",2,2,10/06/2024,Now,£300,Furnished,Flat,Crookston Station,0.5 miles,Mosspark Station,0.9 miles,Hawkhead Station,1.3 miles
https://www.rightmove.co.uk/properties/148948442#/?channel=RES_LET,"Springhill Gardens, Shawlands, GLASGOW, G41",£795 pcm,1,1,10/06/2024,26/06/2024,£0,Furnished,Flat,Crossmyloof Station,0.3 miles,Pollokshields West Station,0.4 miles,Queens Park (Glasgow) Station,0.4 miles
https://www.rightmove.co.uk/properties/148947989#/?channel=RES_LET,Cranston Street Mizu Building Glasgow,"£1,200 pcm",2,,10/06/2024,30/06/2024,Ask agent,Unfurnished,Flat,Exhibition Centre Station,0.2 miles,Anderston Station,0.3 miles,Charing Cross (Glasgow) Station,0.4 miles
https://www.rightmove.co.uk/properties/147673091#/?channel=RES_LET,"Vista Park, Glasgow, G33 4QB","£1,475 pcm",3,,24/04/2024,Now,Ask agent,Now,Terraced,Garrowhill Station,0.8 miles,Shettleston Station,0.8 miles,Carntyne Station,1.4 miles
https://www.rightmove.co.uk/properties/148946813#/?channel=RES_LET,"Hillhead Road, Kirkintilloch, Glasgow, G66","£1,000 pcm",3,,10/06/2024,01/07/2024,"£2,000",Unfurnished,Semi-Detached,Lenzie Station,1.5 miles,Stepps Station,3.6 miles,Robroyston Station,3.9 miles
https://www.rightmove.co.uk/properties/146882183#/?channel=RES_LET,"Spey Road, Bearden, Glasgow, G61 1LF",£950 pcm,2,1,10/06/2024,Now,"£1,900",Unfurnished,Flat,Westerton Station,0.6 miles,Drumchapel Station,0.6 miles,Bearsden Station,0.9 miles
https://www.rightmove.co.uk/properties/123920195#/?channel=RES_LET,"Dumbarton Road, Glasgow, G14",£825 pcm,2,1,10/06/2024,Now,"£1,025",Unfurnished,Flat,Scotstounhill Station,0.3 miles,Garscadden Station,0.5 miles,Jordanhill Station,1.2 miles
https://www.rightmove.co.uk/properties/148942856#/?channel=RES_LET,"Firpark Close, Glasgow, G31","£1,050 pcm",2,2,10/06/2024,24/06/2024,£500,Unfurnished,Flat,Bellgrove Station,0.5 miles,High Street (Glasgow) Station,0.6 miles,Alexandra Parade Station,0.6 miles
https://www.rightmove.co.uk/properties/148940693#/?channel=RES_LET,"Lancefield Quay, Glasgow, G3","£1,400 pcm",2,1,10/06/2024,Ask agent,"£1,938",Part furnished,Penthouse,Anderston Station,0.3 miles,Exhibition Centre Station,0.5 miles,West Street Station,0.6 miles
https://www.rightmove.co.uk/properties/148941113#/?channel=RES_LET,"Garfield Street, Dennistoun, Glasgow, G31",£945 pcm,2,1,10/06/2024,01/07/2024,£945,Furnished,Flat,Duke Street Station,0.2 miles,Bellgrove Station,0.3 miles,Alexandra Parade Station,0.5 miles
https://www.rightmove.co.uk/properties/148939307#/?channel=RES_LET,WALLACE STREET- CITY CENTRE,"£1,195 pcm",3,2,10/06/2024,Now,"£1,790",Unfurnished,Apartment,West Street Station,0.3 miles,Bridge Street Station,0.3 miles,Shields Road Station,0.5 miles
https://www.rightmove.co.uk/properties/148113221#/?channel=RES_LET,"Cleveden Gardens, Glasgow, Glasgow City, G12","£2,995 pcm",3,1,10/06/2024,05/07/2024,"£4,492",Unfurnished,House,Hyndland Station,0.6 miles,Hillhead Station,0.7 miles,Kelvindale Station,0.7 miles
https://www.rightmove.co.uk/properties/148670309#/?channel=RES_LET,"5/1 1 Minerva Way, Glasgow City","£1,500 pcm",2,2,10/06/2024,Now,"£1,500",Unfurnished,Apartment,Exhibition Centre Station,0.0 miles,Charing Cross (Glasgow) Station,0.5 miles,Anderston Station,0.5 miles
https://www.rightmove.co.uk/properties/148307024#/?channel=RES_LET,"Dumbarton Road, Glasgow, G11","£1,525 pcm",2,1,10/06/2024,Now,"£2,000",Furnished,Flat,Partick Station,0.1 miles,Partick Station,0.1 miles,Kelvinhall Station,0.4 miles
